,transaction_date,owner,ticker,type,amount,representative,district,cap_gains_over_200_usd,transaction_year,transaction_month,transaction_day,amount_lower,amount_upper,sell_date,weight,buy_volume,sell_volume,gain
19,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
20,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
21,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
22,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
23,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
24,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
25,2020-03-10,self,SH,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,10,1001,15000,2020-04-29,500.5,25560900.0,22750000.0,-0.09314650127548975
26,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
27,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
28,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
29,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
30,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
31,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
32,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
33,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
34,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
35,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
36,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
37,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
38,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
39,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
40,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
41,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
42,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
43,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
44,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
45,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
46,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
47,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
48,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
49,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
50,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
51,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
52,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
53,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
54,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
55,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
56,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
57,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
58,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
59,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
60,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
61,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
62,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
63,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
64,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
65,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
66,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
67,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
68,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
69,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
70,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
71,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
72,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
73,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
74,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
75,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
76,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
77,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
78,2020-02-03,self,DKNG,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,2,3,1001,15000,2021-01-19,500.5,1458500.0,16063800.0,2.5348035910733984
79,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
80,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
81,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
82,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
83,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
84,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
85,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
86,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
87,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
88,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
89,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
90,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
91,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
92,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
93,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
94,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
95,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
96,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
97,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
98,2020-03-17,self,VSLR,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,17,1001,0,2020-07-08,8000.5,,,
99,2020-03-16,self,AMZN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,16,1001,15000,2020-09-03,8000.5,8917300.0,8161100.0,0.9939022297136112
100,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
101,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
102,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
103,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
104,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
105,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
106,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
107,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
108,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
109,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
110,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
111,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
112,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
113,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
114,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
115,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
116,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
117,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
118,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
119,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
120,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
121,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
122,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
123,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
124,2020-03-24,self,NEE,purchase,"$1,001 -",Hon. Alan S. Lowenthal,CA47,False,2020,3,24,1001,0,2020-07-21,8000.5,17900800.0,5958400.0,0.33796537164346163
125,2020-04-03,self,BIPC,purchase,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,False,2020,4,3,15001,50000,2020-07-24,500.5,433700.0,168600.0,0.3170869463419443
126,2020-04-03,self,BIPC,purchase,"$15,001 - $50,000",Hon. Alan S. Lowenthal,CA47,False,2020,4,3,15001,50000,2020-07-24,500.5,433700.0,168600.0,0.3170869463419443
127,2020-06-04,self,CRM,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,6,4,1001,15000,2020-08-24,8000.5,7301600.0,5699000.0,0.21593562613902445
128,2020-06-04,self,CRM,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,6,4,1001,15000,2020-08-24,8000.5,7301600.0,5699000.0,0.21593562613902445
129,2020-06-04,self,CRM,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,6,4,1001,15000,2020-08-24,8000.5,7301600.0,5699000.0,0.21593562613902445
130,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
131,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
132,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
133,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
134,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
135,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
136,2020-03-16,self,AMZN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,16,1001,15000,2020-09-03,8000.5,8917300.0,8161100.0,0.9939022297136112
137,2020-03-16,self,AMZN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,16,1001,15000,2020-09-03,8000.5,8917300.0,8161100.0,0.9939022297136112
138,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
139,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
140,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
141,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
142,2020-03-19,self,RUN,purchase,"$1,001 - $15,000",Hon. Alan S. Lowenthal,CA47,False,2020,3,19,1001,15000,2020-10-07,8000.5,3778100.0,13950400.0,7.5675088905794246
